Time,Voltage,Current
00:34:57,8.39959E+0,4.32514E-1
00:34:58,8.39964E+0,4.31713E-1
00:34:59,8.39958E+0,4.30904E-1
00:35:00,8.39961E+0,4.30044E-1
00:35:02,8.39958E+0,4.29007E-1
00:35:03,8.39963E+0,4.28263E-1
00:35:04,8.39953E+0,4.27362E-1
00:35:05,8.39961E+0,4.26459E-1
00:35:06,8.39957E+0,4.25719E-1
00:35:07,8.39958E+0,4.24876E-1
00:35:08,8.39956E+0,4.23976E-1
00:35:10,8.39960E+0,4.23259E-1
00:35:11,8.39958E+0,4.22451E-1
00:35:12,8.39960E+0,4.21605E-1
00:35:13,8.39960E+0,4.20838E-1
00:35:14,8.39959E+0,4.20146E-1
00:35:15,8.39961E+0,4.19401E-1
00:35:16,8.39960E+0,4.18649E-1
00:35:17,8.39960E+0,4.17769E-1
00:35:19,8.39960E+0,4.17202E-1
00:35:20,8.39957E+0,4.16505E-1
00:35:21,8.39958E+0,4.15781E-1
00:35:22,8.39960E+0,4.15022E-1
00:35:23,8.39959E+0,4.14514E-1
00:35:24,8.39960E+0,4.13789E-1
00:35:25,8.39963E+0,4.13126E-1
00:35:27,8.39961E+0,4.12532E-1
00:35:28,8.39957E+0,4.11777E-1
00:35:29,8.39958E+0,4.11095E-1
00:35:30,8.39954E+0,4.10389E-1
00:35:31,8.39955E+0,4.09748E-1
00:35:32,8.39950E+0,4.09294E-1
00:35:33,8.39951E+0,4.08578E-1
00:35:34,8.39953E+0,4.07983E-1
00:35:36,8.39953E+0,4.07509E-1
00:35:37,8.39951E+0,4.06919E-1
00:35:38,8.39954E+0,4.06212E-1
00:35:39,8.39954E+0,4.05800E-1
00:35:40,8.39953E+0,4.05193E-1
00:35:41,8.39955E+0,4.04581E-1
00:35:42,8.39958E+0,4.04063E-1
00:35:44,8.39953E+0,4.03540E-1
00:35:45,8.39950E+0,4.02850E-1
00:35:46,8.39951E+0,4.02310E-1
00:35:47,8.39950E+0,4.01997E-1
00:35:48,8.39948E+0,4.01365E-1
00:35:49,8.39954E+0,4.00947E-1
00:35:50,8.39954E+0,4.00544E-1
00:35:52,8.39951E+0,4.00049E-1
00:35:53,8.39959E+0,3.99428E-1
00:35:54,8.39956E+0,3.99081E-1
00:35:55,8.39958E+0,3.98454E-1
00:35:56,8.39954E+0,3.98099E-1
00:35:57,8.39952E+0,3.97403E-1
00:35:58,8.39956E+0,3.97065E-1
00:35:59,8.39957E+0,3.96599E-1
00:36:01,8.39953E+0,3.95962E-1
00:36:02,8.39955E+0,3.95324E-1
00:36:03,8.39951E+0,3.94920E-1
00:36:04,8.39953E+0,3.94548E-1
00:36:05,8.39953E+0,3.94058E-1
00:36:06,8.39953E+0,3.93718E-1
00:36:07,8.39955E+0,3.93175E-1
00:36:09,8.39949E+0,3.92717E-1
00:36:10,8.39951E+0,3.92476E-1
00:36:11,8.39950E+0,3.92056E-1
00:36:12,8.39958E+0,3.91607E-1
00:36:13,8.39953E+0,3.91284E-1
00:36:14,8.39950E+0,3.90834E-1
00:36:15,8.39952E+0,3.90398E-1
00:36:16,8.39950E+0,3.90113E-1
00:36:18,8.39954E+0,3.89739E-1
00:36:19,8.39951E+0,3.89286E-1
00:36:20,8.39953E+0,3.88800E-1
00:36:21,8.39958E+0,3.88499E-1
00:36:22,8.39952E+0,3.88123E-1
00:36:23,8.39953E+0,3.87850E-1
00:36:24,8.39950E+0,3.87437E-1
00:36:26,8.39957E+0,3.87053E-1
00:36:27,8.39955E+0,3.86861E-1
00:36:28,8.39953E+0,3.86331E-1
00:36:29,8.39956E+0,3.85930E-1
00:36:30,8.39949E+0,3.85625E-1
00:36:31,8.39956E+0,3.85156E-1
00:36:32,8.39958E+0,3.84965E-1
00:36:33,8.39955E+0,3.84514E-1
00:36:35,8.39956E+0,3.84279E-1
00:36:36,8.39950E+0,3.83940E-1
00:36:37,8.39958E+0,3.83502E-1
00:36:38,8.39954E+0,3.83227E-1
00:36:39,8.39950E+0,3.82834E-1
00:36:40,8.39953E+0,3.82444E-1
00:36:41,8.39957E+0,3.82077E-1
00:36:42,8.39950E+0,3.81853E-1
00:36:44,8.39955E+0,3.81434E-1
00:36:45,8.39955E+0,3.81174E-1
00:36:46,8.39951E+0,3.80862E-1
00:36:47,8.39952E+0,3.80461E-1
00:36:48,8.39956E+0,3.80194E-1
00:36:49,8.39953E+0,3.79996E-1
00:36:50,8.39953E+0,3.79520E-1
00:36:52,8.39956E+0,3.79253E-1
00:36:53,8.39955E+0,3.79011E-1
00:36:54,8.39949E+0,3.78771E-1
00:36:55,8.39954E+0,3.78481E-1
00:36:56,8.39956E+0,3.78134E-1
00:36:57,8.39954E+0,3.77796E-1
00:36:58,8.39952E+0,3.77547E-1
00:37:00,8.39950E+0,3.77227E-1
00:37:01,8.39955E+0,3.77025E-1
00:37:02,8.39950E+0,3.76742E-1
00:37:03,8.39952E+0,3.76296E-1
00:37:04,8.39950E+0,3.76178E-1
00:37:05,8.39956E+0,3.75915E-1
00:37:06,8.39955E+0,3.75567E-1
00:37:07,8.39955E+0,3.75429E-1
00:37:09,8.39954E+0,3.75125E-1
00:37:10,8.39956E+0,3.74856E-1
00:37:11,8.39954E+0,3.74621E-1
00:37:12,8.39952E+0,3.74214E-1
00:37:13,8.39952E+0,3.74009E-1
00:37:14,8.39949E+0,3.73770E-1
00:37:15,8.39947E+0,3.73497E-1
00:37:17,8.39958E+0,3.73170E-1
00:37:18,8.39953E+0,3.72854E-1
00:37:19,8.39955E+0,3.72645E-1
00:37:20,8.39954E+0,3.72383E-1
00:37:21,8.39958E+0,3.72061E-1
00:37:22,8.39954E+0,3.71962E-1
00:37:23,8.39953E+0,3.71613E-1
00:37:24,8.39957E+0,3.71379E-1
00:37:26,8.39954E+0,3.71104E-1
00:37:27,8.39953E+0,3.70964E-1
00:37:28,8.39951E+0,3.70559E-1
00:37:29,8.39955E+0,3.70324E-1
00:37:30,8.39952E+0,3.70276E-1
00:37:31,8.39954E+0,3.70003E-1
00:37:32,8.39954E+0,3.69687E-1
00:37:34,8.39954E+0,3.69495E-1
00:37:35,8.39958E+0,3.69330E-1
00:37:36,8.39957E+0,3.68969E-1
00:37:37,8.39958E+0,3.68875E-1
00:37:38,8.39956E+0,3.68683E-1
00:37:39,8.39959E+0,3.68281E-1
00:37:40,8.39958E+0,3.68122E-1
00:37:41,8.39958E+0,3.67818E-1
00:37:43,8.39956E+0,3.67535E-1
00:37:44,8.39952E+0,3.67390E-1
00:37:45,8.39955E+0,3.67101E-1
00:37:46,8.39952E+0,3.66898E-1
00:37:47,8.39950E+0,3.66725E-1
00:37:48,8.25131E+0,-1.90094E-2
00:37:49,8.24885E+0,-1.90359E-2
00:37:51,8.24706E+0,-1.89494E-2
00:37:52,8.24554E+0,-1.89955E-2
00:37:53,8.24425E+0,-1.90331E-2
00:37:54,8.24306E+0,-1.90047E-2
00:37:55,8.24194E+0,-1.89845E-2
00:37:56,8.24091E+0,-1.89480E-2
00:37:57,8.24013E+0,-1.89261E-2
00:37:58,8.23936E+0,-1.89412E-2
00:38:00,8.23850E+0,-1.89292E-2
00:38:01,8.23771E+0,-1.89444E-2
00:38:02,8.23688E+0,-1.89231E-2
00:38:03,8.23622E+0,-1.89282E-2
00:38:04,8.23550E+0,-1.89167E-2
00:38:05,8.23488E+0,-1.90069E-2
00:38:06,8.23428E+0,-1.89367E-2
00:38:08,8.23369E+0,-1.89546E-2
00:38:09,8.23310E+0,-1.90038E-2
00:38:10,8.23242E+0,-1.89978E-2
00:38:11,8.23184E+0,-1.89599E-2
00:38:12,8.23140E+0,-1.89669E-2
00:38:13,8.23098E+0,-1.89458E-2
00:38:14,8.23043E+0,-1.88874E-2
00:38:16,8.23000E+0,-1.90169E-2
00:38:17,8.22948E+0,-1.89621E-2
00:38:18,8.22899E+0,-1.89230E-2
00:38:19,8.22847E+0,-1.88945E-2
00:38:20,8.22803E+0,-1.89946E-2
00:38:21,8.22758E+0,-1.89875E-2
00:38:22,8.22715E+0,-1.89208E-2
00:38:24,8.22673E+0,-1.89411E-2
00:38:25,8.22634E+0,-1.88891E-2
00:38:26,8.22595E+0,-1.88843E-2
00:38:27,8.22558E+0,-1.89813E-2
00:38:28,8.22523E+0,-1.89778E-2
00:38:29,8.22484E+0,-1.89237E-2
00:38:30,8.22451E+0,-1.89018E-2
00:38:31,8.22415E+0,-1.88941E-2
00:38:33,8.22383E+0,-1.89491E-2
00:38:34,8.22350E+0,-1.89938E-2
00:38:35,8.22316E+0,-1.89145E-2
00:38:36,8.22284E+0,-1.88938E-2
00:38:37,8.22252E+0,-1.88752E-2
00:38:38,8.22219E+0,-1.89789E-2
00:38:39,8.22190E+0,-1.89647E-2
00:38:41,8.22160E+0,-1.88763E-2
00:38:42,8.22129E+0,-1.88721E-2
00:38:43,8.22099E+0,-1.88871E-2
00:38:44,8.22071E+0,-1.88876E-2
00:38:45,8.22044E+0,-1.89257E-2
00:38:46,8.22021E+0,-1.89814E-2
00:38:47,8.21990E+0,-1.88937E-2
00:38:49,8.21963E+0,-1.88878E-2
00:38:50,8.21938E+0,-1.89564E-2
00:38:51,8.21913E+0,-1.89675E-2
00:38:52,8.21892E+0,-1.89634E-2
00:38:53,8.21870E+0,-1.89615E-2
00:38:54,8.21844E+0,-1.88668E-2
00:38:55,8.21817E+0,-1.89111E-2
00:38:56,8.21791E+0,-1.88985E-2
00:38:58,8.21767E+0,-1.89483E-2
00:38:59,8.21745E+0,-1.89396E-2
00:39:00,8.21718E+0,-1.88889E-2
00:39:01,8.21692E+0,-1.88715E-2
00:39:02,8.21672E+0,-1.88689E-2
00:39:03,8.21651E+0,-1.88933E-2
00:39:04,8.21629E+0,-1.88984E-2
00:39:06,8.21612E+0,-1.89571E-2
00:39:07,8.21588E+0,-1.88603E-2
00:39:08,8.21566E+0,-1.88695E-2
00:39:09,8.21546E+0,-1.88727E-2
00:39:10,8.21526E+0,-1.88666E-2
00:39:11,8.21507E+0,-1.88683E-2
00:39:12,8.21489E+0,-1.89757E-2
00:39:14,8.21474E+0,-1.89575E-2
00:39:15,8.21454E+0,-1.89308E-2
00:39:16,8.21441E+0,-1.89270E-2
00:39:17,8.21421E+0,-1.88708E-2
00:39:18,8.21405E+0,-1.89006E-2
00:39:19,8.21387E+0,-1.89560E-2
00:39:20,8.21373E+0,-1.89537E-2
00:39:22,8.21349E+0,-1.88923E-2
00:39:23,8.21334E+0,-1.88687E-2
00:39:24,8.21310E+0,-1.89083E-2
00:39:25,8.21299E+0,-1.89115E-2
00:39:26,8.21280E+0,-1.89828E-2
00:39:27,8.21264E+0,-1.88971E-2
00:39:28,8.21245E+0,-1.88724E-2
00:39:29,8.21231E+0,-1.88527E-2
00:39:31,8.21209E+0,-1.88979E-2
00:39:32,8.21195E+0,-1.89670E-2
00:39:33,8.21183E+0,-1.89674E-2
00:39:34,8.21164E+0,-1.89452E-2
00:39:35,8.21148E+0,-1.89757E-2
00:39:36,8.21134E+0,-1.89708E-2
00:39:37,8.21119E+0,-1.89697E-2
00:39:39,8.21105E+0,-1.89738E-2
00:39:40,8.21093E+0,-1.89676E-2
00:39:41,8.21078E+0,-1.88991E-2
00:39:42,8.21061E+0,-1.88694E-2
00:39:43,8.21050E+0,-1.89829E-2
00:39:44,8.21035E+0,-1.89093E-2
00:39:45,8.21021E+0,-1.88752E-2
00:39:47,8.21008E+0,-1.89563E-2
00:39:48,8.20996E+0,-1.89407E-2
00:39:49,8.20980E+0,-1.88588E-2
00:39:50,8.20970E+0,-1.88712E-2
00:39:51,8.20959E+0,-1.88481E-2
00:39:52,8.20945E+0,-1.88620E-2
00:39:53,8.20933E+0,-1.88764E-2
00:39:54,8.20922E+0,-1.89308E-2
00:39:56,8.20911E+0,-1.88989E-2
00:39:57,8.20900E+0,-1.88495E-2
00:39:58,8.20884E+0,-1.88844E-2
00:39:59,8.20877E+0,-1.89411E-2
00:40:00,8.20863E+0,-1.89104E-2
00:40:01,8.20848E+0,-1.88793E-2
00:40:02,8.20838E+0,-1.88939E-2
00:40:04,8.20822E+0,-1.88587E-2
00:40:05,8.20809E+0,-1.88624E-2
00:40:06,8.20799E+0,-1.88537E-2
00:40:07,8.20786E+0,-1.88614E-2
00:40:08,8.20773E+0,-1.88395E-2
00:40:09,8.20764E+0,-1.89595E-2
00:40:10,8.20749E+0,-1.89348E-2
00:40:12,8.20741E+0,-1.89084E-2
00:40:13,8.20728E+0,-1.88564E-2
00:40:14,8.20714E+0,-1.88926E-2
00:40:15,8.20705E+0,-1.89596E-2
00:40:16,8.20697E+0,-1.89204E-2
00:40:17,8.20683E+0,-1.88630E-2
00:40:18,8.20666E+0,-1.88483E-2
00:40:19,8.20660E+0,-1.88594E-2
00:40:21,8.20649E+0,-1.88604E-2
00:40:22,8.20639E+0,-1.89079E-2
00:40:23,8.20634E+0,-1.89669E-2
00:40:24,8.20625E+0,-1.89305E-2
00:40:25,8.20613E+0,-1.88615E-2
00:40:26,8.20604E+0,-1.88620E-2
00:40:27,8.20597E+0,-1.88900E-2
00:40:29,8.20583E+0,-1.88676E-2
00:40:30,8.20573E+0,-1.88543E-2
00:40:31,8.20565E+0,-1.89453E-2
00:40:32,8.20559E+0,-1.89425E-2
00:40:33,8.20549E+0,-1.88912E-2
00:40:34,8.20539E+0,-1.88683E-2
00:40:35,8.20527E+0,-1.88664E-2
00:40:37,8.20517E+0,-1.88641E-2
00:40:38,8.20510E+0,-1.89581E-2
00:40:39,8.20498E+0,-1.89176E-2
00:40:40,8.20493E+0,-1.89133E-2
00:40:41,8.20486E+0,-1.89211E-2
00:40:42,8.20474E+0,-1.89206E-2
00:40:43,8.20468E+0,-1.89189E-2
00:40:44,8.20457E+0,-1.88999E-2
00:40:46,8.20450E+0,-1.88682E-2
00:40:47,8.20442E+0,-1.89520E-2
00:40:48,8.20432E+0,-1.89146E-2
00:40:49,8.20429E+0,-1.88582E-2
00:40:50,8.20417E+0,-1.89077E-2
00:40:51,8.20409E+0,-1.89584E-2
00:40:52,8.20408E+0,-1.89151E-2
00:40:54,8.20396E+0,-1.88484E-2
00:40:55,8.20390E+0,-1.88744E-2
00:40:56,8.20383E+0,-1.88483E-2
00:40:57,8.20377E+0,-1.88860E-2
00:40:58,8.20369E+0,-1.89038E-2
00:40:59,8.20359E+0,-1.89217E-2
00:41:00,8.20352E+0,-1.89050E-2
00:41:02,8.20343E+0,-1.88459E-2
00:41:03,8.20341E+0,-1.89341E-2
00:41:04,8.20335E+0,-1.89557E-2
00:41:05,8.20322E+0,-1.89214E-2
00:41:06,8.20316E+0,-1.88448E-2
00:41:07,8.20308E+0,-1.89507E-2
00:41:08,8.20303E+0,-1.89489E-2
00:41:10,8.20293E+0,-1.88739E-2
00:41:11,8.20285E+0,-1.89048E-2
00:41:12,8.20279E+0,-1.89460E-2
00:41:13,8.20272E+0,-1.88493E-2
00:41:14,8.20265E+0,-1.88412E-2
00:41:15,8.20261E+0,-1.88943E-2
00:41:16,8.20254E+0,-1.89288E-2
00:41:17,8.20239E+0,-1.88436E-2
00:41:19,8.20231E+0,-1.89200E-2
00:41:20,8.20227E+0,-1.89471E-2
00:41:21,8.20224E+0,-1.89503E-2
00:41:22,8.20210E+0,-1.89529E-2
00:41:23,8.20206E+0,-1.89117E-2
00:41:24,8.20203E+0,-1.88653E-2
00:41:25,8.20195E+0,-1.89274E-2
00:41:27,8.20190E+0,-1.89553E-2
00:41:28,8.20183E+0,-1.89122E-2
00:41:29,8.20173E+0,-1.88599E-2
00:41:30,8.20169E+0,-1.89624E-2
00:41:31,8.20163E+0,-1.89178E-2
00:41:32,8.20154E+0,-1.88607E-2
00:41:33,8.20147E+0,-1.88467E-2
00:41:35,8.20144E+0,-1.89162E-2
00:41:36,8.20138E+0,-1.89401E-2
00:41:37,8.20133E+0,-1.89337E-2
00:41:38,8.20125E+0,-1.88482E-2
00:41:39,8.20117E+0,-1.88450E-2
00:41:40,8.20117E+0,-1.89583E-2
00:41:41,8.20106E+0,-1.88461E-2
00:41:42,8.20100E+0,-1.88435E-2
00:41:44,8.20095E+0,-1.88621E-2
00:41:45,8.20087E+0,-1.89080E-2
00:41:46,8.20084E+0,-1.89453E-2
00:41:47,8.20078E+0,-1.88496E-2
00:41:48,8.20077E+0,-1.88354E-2
00:41:49,8.20066E+0,-1.88826E-2
00:41:50,8.20062E+0,-1.89498E-2
00:41:52,8.20053E+0,-1.88870E-2
00:41:53,8.20046E+0,-1.88733E-2
00:41:54,8.20045E+0,-1.89381E-2
00:41:55,8.20039E+0,-1.88587E-2
00:41:56,8.20033E+0,-1.88552E-2
00:41:57,8.20025E+0,-1.88845E-2
00:41:58,8.20020E+0,-1.89065E-2
00:42:00,8.20016E+0,-1.89478E-2
00:42:01,8.20010E+0,-1.89517E-2
00:42:02,8.20002E+0,-1.88645E-2
00:42:03,8.20002E+0,-1.89527E-2
00:42:04,8.19994E+0,-1.89558E-2
00:42:05,8.19991E+0,-1.88887E-2
00:42:06,8.19986E+0,-1.88510E-2
00:42:07,8.19979E+0,-1.89112E-2
00:42:09,8.19970E+0,-1.88939E-2
00:42:10,8.19966E+0,-1.88715E-2
00:42:11,8.19964E+0,-1.88726E-2
00:42:12,8.19956E+0,-1.89486E-2
00:42:13,8.19953E+0,-1.89409E-2
00:42:14,8.19949E+0,-1.89404E-2
00:42:15,8.19946E+0,-1.88797E-2
00:42:17,8.19936E+0,-1.88657E-2
00:42:18,8.19936E+0,-1.88762E-2
00:42:19,8.19930E+0,-1.88440E-2
00:42:20,8.19920E+0,-1.88505E-2
00:42:21,8.00984E+0,-5.01280E-1
00:42:22,8.00661E+0,-5.01249E-1
00:42:23,8.00421E+0,-5.01249E-1
00:42:25,8.00213E+0,-5.01259E-1
00:42:26,8.00031E+0,-5.01239E-1
00:42:27,7.99867E+0,-5.01234E-1
00:42:28,7.99711E+0,-5.01246E-1
00:42:29,7.99567E+0,-5.01248E-1
00:42:30,7.99429E+0,-5.01216E-1
00:42:31,7.99289E+0,-5.01255E-1
00:42:32,7.99172E+0,-5.01248E-1
00:42:34,7.99055E+0,-5.01208E-1
00:42:35,7.98935E+0,-5.01243E-1
00:42:36,7.98826E+0,-5.01269E-1
00:42:37,7.98713E+0,-5.01241E-1
00:42:38,7.98606E+0,-5.01254E-1
00:42:39,7.98504E+0,-5.01253E-1
00:42:40,7.98401E+0,-5.01219E-1
00:42:42,7.98303E+0,-5.01233E-1
00:42:43,7.98210E+0,-5.01240E-1
00:42:44,7.98113E+0,-5.01257E-1
00:42:45,7.98018E+0,-5.01245E-1
00:42:46,7.97925E+0,-5.01245E-1
00:42:47,7.97833E+0,-5.01245E-1
00:42:48,7.97744E+0,-5.01227E-1
00:42:50,7.97658E+0,-5.01251E-1
00:42:51,7.97575E+0,-5.01274E-1
00:42:52,7.97497E+0,-5.01227E-1
00:42:53,7.97409E+0,-5.01250E-1
00:42:54,7.97331E+0,-5.01274E-1
00:42:55,7.97255E+0,-5.01230E-1
00:42:56,7.97175E+0,-5.01250E-1
00:42:57,7.97101E+0,-5.01248E-1
00:42:59,7.97030E+0,-5.01264E-1
00:43:00,7.96952E+0,-5.01247E-1
00:43:01,7.96877E+0,-5.01266E-1
00:43:02,7.96804E+0,-5.01247E-1
00:43:03,7.96734E+0,-5.01255E-1
00:43:04,7.96662E+0,-5.01281E-1
00:43:05,7.96595E+0,-5.01237E-1
00:43:07,7.96524E+0,-5.01253E-1
00:43:08,7.96462E+0,-5.01240E-1
00:43:09,7.96389E+0,-5.01241E-1
00:43:10,7.96331E+0,-5.01263E-1
00:43:11,7.96262E+0,-5.01254E-1
00:43:12,7.96195E+0,-5.01249E-1
00:43:13,7.96129E+0,-5.01244E-1
00:43:14,7.96067E+0,-5.01266E-1
00:43:16,7.96001E+0,-5.01250E-1
00:43:17,7.95940E+0,-5.01251E-1
00:43:18,7.95879E+0,-5.01231E-1
00:43:19,7.95817E+0,-5.01273E-1
00:43:20,7.95760E+0,-5.01241E-1
00:43:21,7.95702E+0,-5.01233E-1
00:43:22,7.95644E+0,-5.01257E-1
00:43:24,7.95597E+0,-5.01286E-1
00:43:25,7.95540E+0,-5.01247E-1
00:43:26,7.95483E+0,-5.01257E-1
00:43:27,7.95429E+0,-5.01261E-1
00:43:28,7.95371E+0,-5.01275E-1
00:43:29,7.95315E+0,-5.01245E-1
00:43:30,7.95264E+0,-5.01246E-1
00:43:31,7.95207E+0,-5.01271E-1
00:43:33,7.95152E+0,-5.01272E-1
00:43:34,7.95098E+0,-5.01258E-1
00:43:35,7.95041E+0,-5.01232E-1
00:43:36,7.94983E+0,-5.01239E-1
00:43:37,7.94938E+0,-5.01276E-1
00:43:38,7.94890E+0,-5.01248E-1
00:43:39,7.94838E+0,-5.01228E-1
00:43:41,7.94786E+0,-5.01283E-1
00:43:42,7.94735E+0,-5.01257E-1
00:43:43,7.94678E+0,-5.01260E-1
00:43:44,7.94629E+0,-5.01282E-1
00:43:45,7.94581E+0,-5.01266E-1
00:43:46,7.94531E+0,-5.01242E-1
00:43:47,7.94483E+0,-5.01262E-1
00:43:49,7.94435E+0,-5.01255E-1
00:43:50,7.94381E+0,-5.01246E-1
00:43:51,7.94331E+0,-5.01288E-1
00:43:52,7.94285E+0,-5.01269E-1
00:43:53,7.94236E+0,-5.01274E-1
00:43:54,7.94184E+0,-5.01259E-1
00:43:55,7.94136E+0,-5.01257E-1
00:43:56,7.94090E+0,-5.01251E-1
00:43:58,7.94044E+0,-5.01256E-1
00:43:59,7.94001E+0,-5.01283E-1
00:44:00,7.93953E+0,-5.01259E-1
00:44:01,7.93907E+0,-5.01252E-1
00:44:02,7.93851E+0,-5.01263E-1
00:44:03,7.93804E+0,-5.01281E-1
00:44:04,7.93764E+0,-5.01263E-1
00:44:06,7.93720E+0,-5.01256E-1
00:44:07,7.93681E+0,-5.01268E-1
00:44:08,7.93626E+0,-5.01262E-1
00:44:09,7.93584E+0,-5.01287E-1
00:44:10,7.93541E+0,-5.01261E-1
00:44:11,7.93498E+0,-5.01241E-1
00:44:12,7.93454E+0,-5.01262E-1
00:44:14,7.93414E+0,-5.01274E-1
00:44:15,7.93368E+0,-5.01261E-1
00:44:16,7.93325E+0,-5.01256E-1
00:44:17,7.93286E+0,-5.01272E-1
00:44:18,7.93240E+0,-5.01272E-1
00:44:19,7.93199E+0,-5.01276E-1
00:44:20,7.93160E+0,-5.01272E-1
00:44:21,7.93113E+0,-5.01260E-1
00:44:23,7.93073E+0,-5.01284E-1
00:44:24,7.93032E+0,-5.01274E-1
00:44:25,7.92995E+0,-5.01257E-1
00:44:26,7.92958E+0,-5.01272E-1
00:44:27,7.92927E+0,-5.01289E-1
00:44:28,7.92893E+0,-5.01264E-1
00:44:29,7.92850E+0,-5.01247E-1
00:44:31,7.92811E+0,-5.01283E-1
00:44:32,7.92776E+0,-5.01263E-1
00:44:33,7.92738E+0,-5.01280E-1
00:44:34,7.92706E+0,-5.01295E-1
00:44:35,7.92666E+0,-5.01258E-1
00:44:36,7.92625E+0,-5.01272E-1
00:44:37,7.92586E+0,-5.01273E-1
00:44:38,7.92546E+0,-5.01254E-1
00:44:40,7.92505E+0,-5.01269E-1
00:44:41,7.92475E+0,-5.01289E-1
00:44:42,7.92445E+0,-5.01279E-1
00:44:43,7.92401E+0,-5.01237E-1
00:44:44,7.92362E+0,-5.01284E-1
00:44:45,7.92320E+0,-5.01286E-1
00:44:46,7.92278E+0,-5.01284E-1
00:44:48,7.92239E+0,-5.01255E-1
00:44:49,7.92207E+0,-5.01297E-1
00:44:50,7.92169E+0,-5.01273E-1
00:44:51,7.92129E+0,-5.01244E-1
00:44:52,7.92094E+0,-5.01267E-1
00:44:53,7.92055E+0,-5.01297E-1
00:44:54,7.92020E+0,-5.01279E-1
00:44:56,7.91987E+0,-5.01275E-1
00:44:57,7.91952E+0,-5.01268E-1
