Date,Time,delta_ms,Voltage,Current
2015-04-16,23:44:32,1004,3.9983,-0.198851
2015-04-16,23:44:33,1003,3.99803,-0.198875
2015-04-16,23:44:34,1001,3.99777,-0.19889
2015-04-16,23:44:35,998,3.99751,-0.198879
2015-04-16,23:44:36,1004,3.99726,-0.198866
2015-04-16,23:44:37,999,3.99701,-0.198874
2015-04-16,23:44:38,1068,3.99675,-0.19888
2015-04-16,23:44:39,1002,3.99652,-0.198858
2015-04-16,23:44:40,1002,3.99626,-0.198878
2015-04-16,23:44:41,1002,3.99603,-0.198855
2015-04-16,23:44:42,1003,3.99581,-0.198871
2015-04-16,23:44:43,999,3.99556,-0.198863
2015-04-16,23:44:44,1004,3.99532,-0.198872
2015-04-16,23:44:45,1003,3.99507,-0.198872
2015-04-16,23:44:46,1001,3.9948,-0.198872
2015-04-16,23:44:47,1004,3.99456,-0.198854
2015-04-16,23:44:48,1107,3.99438,-0.198881
2015-04-16,23:44:49,1006,3.99413,-0.198869
2015-04-16,23:44:50,1004,3.99395,-0.19886
2015-04-16,23:44:51,997,3.99375,-0.198861
2015-04-16,23:44:52,1005,3.99351,-0.198868
2015-04-16,23:44:53,1005,3.9933,-0.198866
2015-04-16,23:44:54,1003,3.99306,-0.198873
2015-04-16,23:44:55,997,3.99287,-0.198863
2015-04-16,23:44:56,1002,3.99266,-0.198858
2015-04-16,23:44:57,999,3.99239,-0.19888
2015-04-16,23:44:58,1097,3.99223,-0.198859
2015-04-16,23:44:59,997,3.99196,-0.198855
2015-04-16,23:45:00,1002,3.9918,-0.198866
2015-04-16,23:45:01,1001,3.9916,-0.198885
2015-04-16,23:45:02,1005,3.99134,-0.198876
2015-04-16,23:45:03,1004,3.9911,-0.198848
2015-04-16,23:45:04,1003,3.99097,-0.198869
2015-04-16,23:45:05,999,3.99077,-0.198842
2015-04-16,23:45:06,1002,3.9906,-0.198886
2015-04-16,23:45:07,1003,3.99034,-0.198858
2015-04-16,23:45:08,1092,3.99017,-0.198876
2015-04-16,23:45:09,1004,3.98991,-0.198886
2015-04-16,23:45:10,1002,3.98971,-0.198881
2015-04-16,23:45:11,1001,3.98954,-0.198866
2015-04-16,23:45:12,1005,3.98937,-0.198869
2015-04-16,23:45:13,1001,3.98919,-0.198865
2015-04-16,23:45:14,999,3.989,-0.198878
2015-04-16,23:45:15,1003,3.98883,-0.198874
2015-04-16,23:45:16,1002,3.98865,-0.198878
2015-04-16,23:45:17,1003,3.98843,-0.198865
2015-04-16,23:45:18,1111,3.98826,-0.198847
2015-04-16,23:45:19,1001,3.98808,-0.198859
2015-04-16,23:45:20,1007,3.98785,-0.198894
2015-04-16,23:45:21,1006,3.98768,-0.19886
2015-04-16,23:45:22,1007,3.98749,-0.198858
2015-04-16,23:45:23,1011,3.98733,-0.198901
2015-04-16,23:45:24,1005,3.9871,-0.198891
2015-04-16,23:45:25,1001,3.98691,-0.198891
2015-04-16,23:45:26,1001,3.98675,-0.198878
2015-04-16,23:45:27,1003,3.98654,-0.198862
2015-04-16,23:45:28,1089,3.9864,-0.19887
2015-04-16,23:45:29,1002,3.98623,-0.198855
2015-04-16,23:45:30,1001,3.98603,-0.198842
2015-04-16,23:45:31,1000,3.98588,-0.198862
2015-04-16,23:45:32,1002,3.98567,-0.198874
2015-04-16,23:45:33,1000,3.98554,-0.19888
2015-04-16,23:45:34,1002,3.98532,-0.198858
2015-04-16,23:45:35,1002,3.98515,-0.198846
2015-04-16,23:45:36,1002,3.98496,-0.198847
2015-04-16,23:45:37,1000,3.98481,-0.198866
2015-04-16,23:45:38,1112,3.98467,-0.198883
2015-04-16,23:45:39,1001,3.98445,-0.19888
2015-04-16,23:45:40,1003,3.98431,-0.1989
2015-04-16,23:45:41,1003,3.98417,-0.198873
2015-04-16,23:45:42,1001,3.98399,-0.198874
2015-04-16,23:45:43,1004,3.98383,-0.198888
2015-04-16,23:45:44,1002,3.98364,-0.198864
2015-04-16,23:45:45,1001,3.98351,-0.198871
2015-04-16,23:45:46,1001,3.9834,-0.198872
2015-04-16,23:45:48,1007,3.98323,-0.198895
2015-04-16,23:45:49,1085,3.98305,-0.198893
2015-04-16,23:45:50,1003,3.98288,-0.198882
2015-04-16,23:45:51,997,3.98275,-0.198897
2015-04-16,23:45:52,1005,3.98252,-0.198886
2015-04-16,23:45:53,1001,3.98243,-0.198864
2015-04-16,23:45:54,1001,3.98227,-0.198876
2015-04-16,23:45:55,1003,3.98211,-0.19887
2015-04-16,23:45:56,1003,3.982,-0.198873
2015-04-16,23:45:57,1003,3.98184,-0.198879
2015-04-16,23:45:58,999,3.98164,-0.19887
2015-04-16,23:45:59,1098,3.9815,-0.198864
2015-04-16,23:46:00,1006,3.98134,-0.198885
2015-04-16,23:46:01,1010,3.98116,-0.198878
2015-04-16,23:46:02,1004,3.98104,-0.198861
2015-04-16,23:46:03,998,3.98089,-0.198869
2015-04-16,23:46:04,1004,3.98078,-0.198868
2015-04-16,23:46:05,1003,3.98059,-0.198871
2015-04-16,23:46:06,1002,3.98047,-0.198874
2015-04-16,23:46:07,1002,3.98037,-0.198885
2015-04-16,23:46:08,1001,3.98013,-0.198892
2015-04-16,23:46:09,1089,3.97997,-0.19887
2015-04-16,23:46:10,1001,3.97986,-0.198859
2015-04-16,23:46:11,1002,3.97969,-0.198871
2015-04-16,23:46:12,1004,3.9796,-0.198874
2015-04-16,23:46:13,1002,3.97946,-0.198876
2015-04-16,23:46:14,999,3.97929,-0.198871
2015-04-16,23:46:15,1003,3.97919,-0.198862
2015-04-16,23:46:16,1003,3.97903,-0.198885
2015-04-16,23:46:17,1001,3.97889,-0.198866
2015-04-16,23:46:18,1002,3.97873,-0.198871
2015-04-16,23:46:19,1110,3.9786,-0.198868
2015-04-16,23:46:20,1005,3.97851,-0.198873
2015-04-16,23:46:21,1002,3.97837,-0.198876
2015-04-16,23:46:22,1001,3.97823,-0.198865
2015-04-16,23:46:23,1002,3.97812,-0.198878
2015-04-16,23:46:24,1003,3.97796,-0.198885
2015-04-16,23:46:25,1002,3.97784,-0.198888
2015-04-16,23:46:26,1000,3.97771,-0.198899
2015-04-16,23:46:27,1002,3.97756,-0.198895
2015-04-16,23:46:28,1003,3.97743,-0.19886
2015-04-16,23:46:29,1111,3.97731,-0.198874
2015-04-16,23:46:30,1001,3.97719,-0.198872
2015-04-16,23:46:31,1002,3.97704,-0.198872
2015-04-16,23:46:32,1001,3.97689,-0.198879
2015-04-16,23:46:33,1003,3.97677,-0.198888
2015-04-16,23:46:34,998,3.97666,-0.198881
2015-04-16,23:46:35,1004,3.97648,-0.19889
2015-04-16,23:46:36,1003,3.97637,-0.198894
2015-04-16,23:46:37,1001,3.97625,-0.198871
2015-04-16,23:46:38,1001,3.97613,-0.198881
2015-04-16,23:46:39,1110,3.97597,-0.198869
2015-04-16,23:46:40,1002,3.97586,-0.198891
2015-04-16,23:46:41,1002,3.97571,-0.19888
2015-04-16,23:46:42,1002,3.97559,-0.198907
2015-04-16,23:46:43,1001,3.97546,-0.198882
2015-04-16,23:46:44,1003,3.97532,-0.198875
2015-04-16,23:46:45,1003,3.97524,-0.198865
2015-04-16,23:46:46,1000,3.97512,-0.19888
2015-04-16,23:46:47,1004,3.97497,-0.198883
2015-04-16,23:46:48,1000,3.97482,-0.198901
2015-04-16,23:46:49,1109,3.97466,-0.198872
2015-04-16,23:46:50,1001,3.97457,-0.198855
2015-04-16,23:46:51,1002,3.97446,-0.198876
2015-04-16,23:46:52,1002,3.9743,-0.198881
2015-04-16,23:46:53,1006,3.97417,-0.198892
2015-04-16,23:46:54,1001,3.97406,-0.198888
2015-04-16,23:46:55,1004,3.97393,-0.198889
2015-04-16,23:46:56,1000,3.97377,-0.19888
2015-04-16,23:46:57,1003,3.97365,-0.19888
2015-04-16,23:46:58,997,3.97356,-0.198864
2015-04-16,23:46:59,1112,3.9734,-0.198878
2015-04-16,23:47:00,1002,3.97333,-0.198876
2015-04-16,23:47:01,1003,3.97317,-0.198897
2015-04-16,23:47:02,1001,3.97305,-0.198903
2015-04-16,23:47:03,1001,3.97294,-0.198878
2015-04-16,23:47:04,1002,3.97248,-0.198895
2015-04-16,23:47:05,1003,3.96856,-0.198863
2015-04-16,23:47:06,1004,3.97168,-0.198878
2015-04-16,23:47:07,1001,3.97168,-0.198866
2015-04-16,23:47:09,1005,3.97161,-0.198898
2015-04-16,23:47:10,1104,3.97151,-0.1989
2015-04-16,23:47:11,1003,3.9714,-0.198882
2015-04-16,23:47:12,999,3.97132,-0.198883
2015-04-16,23:47:13,1003,3.97125,-0.198874
2015-04-16,23:47:14,1001,3.97118,-0.19886
2015-04-16,23:47:15,999,3.97103,-0.198874
2015-04-16,23:47:16,1001,3.97089,-0.198877
2015-04-16,23:47:17,1003,3.97081,-0.198876
2015-04-16,23:47:18,1001,3.97071,-0.198861
2015-04-16,23:47:19,1001,3.9706,-0.198902
2015-04-16,23:47:20,1115,3.97046,-0.198887
2015-04-16,23:47:21,1003,3.9704,-0.198853
2015-04-16,23:47:22,1003,3.97028,-0.198878
2015-04-16,23:47:23,998,3.97017,-0.198863
2015-04-16,23:47:24,1002,3.97005,-0.19887
2015-04-16,23:47:25,1003,3.96995,-0.19887
2015-04-16,23:47:26,999,3.96983,-0.198867
2015-04-16,23:47:27,1002,3.96978,-0.19889
2015-04-16,23:47:28,1004,3.96945,-0.198887
2015-04-16,23:47:29,1002,3.96903,-0.198869
2015-04-16,23:47:30,1112,3.96837,-0.19888
2015-04-16,23:47:31,1001,3.95781,-0.198884
2015-04-16,23:47:32,1002,3.95652,-0.198867
2015-04-16,23:47:33,1003,3.95738,-0.198885
2015-04-16,23:47:34,1004,3.95522,-0.198889
2015-04-16,23:47:35,1000,3.96568,-0.19889
2015-04-16,23:47:36,998,3.96652,-0.198897
2015-04-16,23:47:37,1002,3.96656,-0.198886
2015-04-16,23:47:38,1003,3.9666,-0.198873
2015-04-16,23:47:39,999,3.96632,-0.198891
2015-04-16,23:47:40,1111,3.96635,-0.198889
2015-04-16,23:47:41,1006,3.96606,-0.198876
2015-04-16,23:47:42,1000,3.96595,-0.198887
2015-04-16,23:47:43,1004,3.96596,-0.198854
2015-04-16,23:47:44,1002,3.96595,-0.198861
2015-04-16,23:47:45,1004,3.9659,-0.198886
2015-04-16,23:47:46,1000,3.96577,-0.198884
2015-04-16,23:47:47,1003,3.96567,-0.198895
2015-04-16,23:47:48,1002,3.96561,-0.198871
2015-04-16,23:47:49,1001,3.96552,-0.198894
2015-04-16,23:47:50,1092,3.96539,-0.198882
2015-04-16,23:47:51,1001,3.96529,-0.198891
2015-04-16,23:47:52,1003,3.96511,-0.198872
2015-04-16,23:47:53,1003,3.96503,-0.198865
2015-04-16,23:47:54,1002,3.96493,-0.198874
2015-04-16,23:47:55,1003,3.96483,-0.198885
2015-04-16,23:47:56,1002,3.96478,-0.198884
2015-04-16,23:47:57,1005,3.9647,-0.198848
2015-04-16,23:47:58,1002,3.96457,-0.198865
2015-04-16,23:47:59,999,3.9645,-0.198854
2015-04-16,23:48:00,1109,3.96431,-0.198888
2015-04-16,23:48:01,1003,3.96412,-0.198895
2015-04-16,23:48:02,1005,3.96395,-0.198875
2015-04-16,23:48:03,998,3.96381,-0.198874
2015-04-16,23:48:04,1004,3.96373,-0.198875
2015-04-16,23:48:05,1002,3.96362,-0.198881
2015-04-16,23:48:06,1000,3.96358,-0.198867
2015-04-16,23:48:07,1003,3.96344,-0.198879
2015-04-16,23:48:08,1006,3.96334,-0.198883
2015-04-16,23:48:09,1009,3.96323,-0.198873
2015-04-16,23:48:10,1077,3.9631,-0.198868
2015-04-16,23:48:11,1005,3.96302,-0.198871
2015-04-16,23:48:12,1002,3.9629,-0.198871
2015-04-16,23:48:13,1004,3.96278,-0.198892
2015-04-16,23:48:14,1003,3.96264,-0.198889
2015-04-16,23:48:15,997,3.96253,-0.19888
2015-04-16,23:48:16,1002,3.96242,-0.198865
2015-04-16,23:48:17,1004,3.9623,-0.198867
2015-04-16,23:48:18,1003,3.96221,-0.198864
2015-04-16,23:48:19,1003,3.96205,-0.198862
2015-04-16,23:48:20,1090,3.96198,-0.198869
2015-04-16,23:48:21,1003,3.96192,-0.198876
2015-04-16,23:48:22,1001,3.96182,-0.198854
2015-04-16,23:48:23,998,3.9617,-0.198881
2015-04-16,23:48:24,1004,3.96164,-0.198881
2015-04-16,23:48:25,1002,3.96151,-0.198887
2015-04-16,23:48:26,1001,3.96149,-0.198877
2015-04-16,23:48:27,1005,3.96139,-0.198874
2015-04-16,23:48:28,1001,3.96123,-0.198866
2015-04-16,23:48:30,1000,3.96114,-0.1989
2015-04-16,23:48:31,1115,3.96101,-0.198881
2015-04-16,23:48:32,999,3.96092,-0.198859
2015-04-16,23:48:33,1002,3.96079,-0.198855
2015-04-16,23:48:34,1005,3.96074,-0.19887
2015-04-16,23:48:35,997,3.96063,-0.198876
2015-04-16,23:48:36,1004,3.96053,-0.198885
2015-04-16,23:48:37,1003,3.96045,-0.198874
2015-04-16,23:48:38,1004,3.96034,-0.198871
2015-04-16,23:48:39,1005,3.96026,-0.19885
2015-04-16,23:48:40,998,3.96013,-0.198872
2015-04-16,23:48:41,1090,3.96002,-0.198902
2015-04-16,23:48:42,1005,3.9599,-0.19889
2015-04-16,23:48:43,998,3.95976,-0.198895
2015-04-16,23:48:44,1003,3.95966,-0.198864
2015-04-16,23:48:45,1006,3.9596,-0.19886
2015-04-16,23:48:46,999,3.95952,-0.198858
2015-04-16,23:48:47,1001,3.95941,-0.198871
2015-04-16,23:48:48,1002,3.95937,-0.198857
2015-04-16,23:48:49,1000,3.95925,-0.19886
2015-04-16,23:48:50,1002,3.95908,-0.19889
2015-04-16,23:48:51,1113,3.95905,-0.198861
2015-04-16,23:48:52,1000,3.95895,-0.19885
2015-04-16,23:48:53,1003,3.95886,-0.198884
2015-04-16,23:48:54,1003,3.95891,-0.198872
2015-04-16,23:48:55,999,3.95882,-0.198891
2015-04-16,23:48:56,1005,3.9587,-0.198892
2015-04-16,23:48:57,1003,3.95862,-0.198883
2015-04-16,23:48:58,1006,3.95851,-0.198883
2015-04-16,23:48:59,999,3.95835,-0.198859
2015-04-16,23:49:00,1003,3.95827,-0.198886
2015-04-16,23:49:01,1091,3.95809,-0.198891
2015-04-16,23:49:02,1003,3.95804,-0.198864
2015-04-16,23:49:03,1000,3.95791,-0.198892
2015-04-16,23:49:04,1002,3.9578,-0.198863
2015-04-16,23:49:05,1004,3.95777,-0.198857
2015-04-16,23:49:06,1003,3.95761,-0.198887
2015-04-16,23:49:07,998,3.95757,-0.198872
2015-04-16,23:49:08,1003,3.95744,-0.198889
2015-04-16,23:49:09,1001,3.95732,-0.198884
2015-04-16,23:49:10,1002,3.95723,-0.198869
2015-04-16,23:49:11,1110,3.95714,-0.198886
2015-04-16,23:49:12,1002,3.95699,-0.198876
2015-04-16,23:49:13,1003,3.95687,-0.198889
2015-04-16,23:49:14,1004,3.95676,-0.198873
2015-04-16,23:49:15,1003,3.95669,-0.198855
2015-04-16,23:49:16,1002,3.95657,-0.198874
2015-04-16,23:49:17,1002,3.95648,-0.198874
2015-04-16,23:49:18,999,3.95638,-0.198862
2015-04-16,23:49:19,1004,3.95628,-0.19886
2015-04-16,23:49:20,1001,3.95609,-0.198885
2015-04-16,23:49:21,1108,3.95601,-0.198867
2015-04-16,23:49:22,1001,3.95592,-0.198868
2015-04-16,23:49:23,1002,3.95585,-0.19886
2015-04-16,23:49:24,1002,3.95569,-0.198867
2015-04-16,23:49:25,1000,3.9556,-0.198854
2015-04-16,23:49:26,1002,3.95551,-0.198855
2015-04-16,23:49:27,1002,3.9554,-0.198877
2015-04-16,23:49:28,1002,3.9553,-0.198883
2015-04-16,23:49:29,1001,3.9552,-0.198884
2015-04-16,23:49:30,998,3.95517,-0.198876
2015-04-16,23:49:31,1115,3.95506,-0.198877
2015-04-16,23:49:32,999,3.95496,-0.198897
2015-04-16,23:49:33,1001,3.95487,-0.198881
2015-04-16,23:49:34,1000,3.95486,-0.198881
2015-04-16,23:49:35,1002,3.95476,-0.19888
2015-04-16,23:49:36,1002,3.95466,-0.198886
2015-04-16,23:49:37,1003,3.95455,-0.198867
2015-04-16,23:49:38,999,3.95445,-0.198875
2015-04-16,23:49:39,1004,3.9544,-0.198862
2015-04-16,23:49:40,1002,3.9543,-0.19888
2015-04-16,23:49:41,1109,3.95414,-0.198894
2015-04-16,23:49:42,1003,3.95405,-0.198878
2015-04-16,23:49:43,1005,3.95399,-0.198837
2015-04-16,23:49:44,999,3.95391,-0.198859
2015-04-16,23:49:45,1002,3.95374,-0.198868
2015-04-16,23:49:46,1003,3.9536,-0.198884
2015-04-16,23:49:47,1005,3.95348,-0.198872
2015-04-16,23:49:48,1000,3.95342,-0.198862
2015-04-16,23:49:49,1004,3.95333,-0.198851
2015-04-16,23:49:51,1001,3.95323,-0.198869
2015-04-16,23:49:52,1106,3.95307,-0.198862
2015-04-16,23:49:53,1003,3.953,-0.198864
2015-04-16,23:49:54,1000,3.95291,-0.198875
2015-04-16,23:49:55,1003,3.95282,-0.198866
2015-04-16,23:49:56,1006,3.9527,-0.19887
2015-04-16,23:49:57,1002,3.95259,-0.198885
2015-04-16,23:49:58,1004,3.95254,-0.198866
2015-04-16,23:49:59,999,3.95245,-0.198873
2015-04-16,23:50:00,1003,3.95236,-0.198865
2015-04-16,23:50:01,1000,3.95223,-0.198872
2015-04-16,23:50:02,1093,3.95214,-0.198851
2015-04-16,23:50:03,1002,3.95208,-0.198873
2015-04-16,23:50:04,1001,3.95195,-0.198877
2015-04-16,23:50:05,1003,3.95183,-0.198869
2015-04-16,23:50:06,999,3.95173,-0.19889
2015-04-16,23:50:07,999,3.95161,-0.198883
2015-04-16,23:50:08,1004,3.95157,-0.198887
2015-04-16,23:50:09,1004,3.95141,-0.198858
2015-04-16,23:50:10,1001,3.95132,-0.198854
2015-04-16,23:50:11,1003,3.95125,-0.198884
2015-04-16,23:50:12,1111,3.9511,-0.198873
2015-04-16,23:50:13,1003,3.95099,-0.198893
2015-04-16,23:50:14,1002,3.95089,-0.198854
2015-04-16,23:50:15,1004,3.95087,-0.198859
2015-04-16,23:50:16,1003,3.95072,-0.198875
2015-04-16,23:50:17,1004,3.95068,-0.198894
2015-04-16,23:50:18,998,3.95054,-0.198889
2015-04-16,23:50:19,1001,3.95044,-0.19888
2015-04-16,23:50:20,1004,3.95037,-0.198886
2015-04-16,23:50:21,1002,3.95025,-0.198867
2015-04-16,23:50:22,1109,3.95019,-0.198874
2015-04-16,23:50:23,1002,3.95005,-0.19886
2015-04-16,23:50:24,1002,3.95002,-0.198861
2015-04-16,23:50:25,1002,3.94992,-0.198877
2015-04-16,23:50:26,1000,3.94983,-0.198879
2015-04-16,23:50:27,1001,3.94973,-0.198876
2015-04-16,23:50:28,1001,3.94965,-0.198879
2015-04-16,23:50:29,1002,3.94957,-0.198886
2015-04-16,23:50:30,1000,3.94946,-0.198903
2015-04-16,23:50:31,1002,3.94939,-0.198852
2015-04-16,23:50:32,1110,3.94927,-0.198863
2015-04-16,23:50:33,1003,3.94918,-0.198871
2015-04-16,23:50:34,1001,3.94907,-0.198889
2015-04-16,23:50:35,1005,3.94894,-0.198872
2015-04-16,23:50:36,1007,3.94892,-0.198875
2015-04-16,23:50:37,1013,3.94875,-0.19888
2015-04-16,23:50:38,1006,3.94868,-0.198859
2015-04-16,23:50:39,1003,3.94859,-0.198841
2015-04-16,23:50:40,1002,3.94846,-0.198865
2015-04-16,23:50:41,1000,3.94838,-0.198869
2015-04-16,23:50:42,1072,3.94827,-0.198853
2015-04-16,23:50:43,1003,3.94817,-0.198864
2015-04-16,23:50:44,999,3.9481,-0.19885
2015-04-16,23:50:45,1001,3.94797,-0.198875
2015-04-16,23:50:46,1002,3.94791,-0.19886
2015-04-16,23:50:47,1002,3.94786,-0.198863
2015-04-16,23:50:48,1004,3.94771,-0.198888
2015-04-16,23:50:49,1001,3.94761,-0.198857
2015-04-16,23:50:50,1004,3.94752,-0.198855
2015-04-16,23:50:51,999,3.94739,-0.198868
2015-04-16,23:50:52,1111,3.94733,-0.198896
2015-04-16,23:50:53,1001,3.94724,-0.198895
2015-04-16,23:50:54,1003,3.94715,-0.198871
2015-04-16,23:50:55,998,3.94705,-0.198877
2015-04-16,23:50:56,1003,3.94694,-0.198868
2015-04-16,23:50:57,1001,3.94689,-0.198846
2015-04-16,23:50:58,1000,3.9468,-0.198856
2015-04-16,23:50:59,1003,3.94666,-0.198864
2015-04-16,23:51:00,1001,3.94658,-0.198886
2015-04-16,23:51:01,1002,3.94645,-0.198884
2015-04-16,23:51:02,1109,3.94636,-0.198859
2015-04-16,23:51:03,1002,3.94632,-0.19886
2015-04-16,23:51:04,1004,3.94619,-0.198881
2015-04-16,23:51:05,1006,3.94605,-0.198865
2015-04-16,23:51:06,1006,3.94598,-0.198852
2015-04-16,23:51:07,999,3.94589,-0.198853
2015-04-16,23:51:08,999,3.94582,-0.198862
2015-04-16,23:51:09,1001,3.94571,-0.19886
2015-04-16,23:51:10,999,3.94565,-0.198857
2015-04-16,23:51:11,1005,3.94552,-0.198882
2015-04-16,23:51:12,1108,3.94542,-0.198867
2015-04-16,23:51:13,1000,3.94532,-0.198863
2015-04-16,23:51:14,1002,3.94524,-0.198867
2015-04-16,23:51:15,1002,3.94513,-0.198863
2015-04-16,23:51:16,1000,3.94513,-0.198855
2015-04-16,23:51:17,1001,3.94495,-0.198866
2015-04-16,23:51:18,1003,3.94492,-0.198904
2015-04-16,23:51:20,999,3.94475,-0.198882
2015-04-16,23:51:21,1001,3.94472,-0.198883
2015-04-16,23:51:22,1001,3.94463,-0.198865
2015-04-16,23:51:23,1113,3.94457,-0.198889
2015-04-16,23:51:24,1000,3.94444,-0.198873
2015-04-16,23:51:25,1002,3.94433,-0.198884
2015-04-16,23:51:26,1006,3.94425,-0.198864
2015-04-16,23:51:27,998,3.94418,-0.198868
2015-04-16,23:51:28,1002,3.94406,-0.198855
2015-04-16,23:51:29,1004,3.944,-0.198859
2015-04-16,23:51:30,1004,3.94394,-0.198883
2015-04-16,23:51:31,1001,3.94381,-0.198887
2015-04-16,23:51:32,1001,3.94369,-0.198873
2015-04-16,23:51:33,1113,3.94359,-0.198865
2015-04-16,23:51:34,1002,3.94351,-0.198858
2015-04-16,23:51:35,1000,3.94342,-0.198862
2015-04-16,23:51:36,1002,3.94331,-0.198889
2015-04-16,23:51:37,1000,3.94319,-0.198887
2015-04-16,23:51:38,1003,3.94309,-0.198892
2015-04-16,23:51:39,1000,3.94302,-0.198889
2015-04-16,23:51:40,1002,3.94292,-0.198906
2015-04-16,23:51:41,1003,3.94282,-0.198894
2015-04-16,23:51:42,1003,3.94278,-0.198874
2015-04-16,23:51:43,1113,3.94265,-0.19888
2015-04-16,23:51:44,1002,3.94258,-0.198897
2015-04-16,23:51:45,1002,3.93809,-0.198888
2015-04-16,23:51:46,1002,3.93832,-0.198871
2015-04-16,23:51:47,1001,3.93839,-0.198855
2015-04-16,23:51:48,1001,3.93845,-0.198851
2015-04-16,23:51:49,1003,3.93842,-0.198869
2015-04-16,23:51:50,999,3.93843,-0.198861
2015-04-16,23:51:51,1003,3.93838,-0.198866
2015-04-16,23:51:52,1002,3.93827,-0.198841
2015-04-16,23:51:53,1112,3.93827,-0.198867
2015-04-16,23:51:54,1001,3.93822,-0.198878
2015-04-16,23:51:55,999,3.93818,-0.198866
2015-04-16,23:51:56,1002,3.93812,-0.19889
2015-04-16,23:51:57,1000,3.93808,-0.198883
2015-04-16,23:51:58,1004,3.93801,-0.19887
2015-04-16,23:51:59,1001,3.93793,-0.19886
2015-04-16,23:52:00,1004,3.93789,-0.19887
2015-04-16,23:52:01,1002,3.9379,-0.198854
2015-04-16,23:52:02,1003,3.93776,-0.198876
2015-04-16,23:52:03,1109,3.93765,-0.198884
2015-04-16,23:52:04,1002,3.93765,-0.198869
2015-04-16,23:52:05,1004,3.93759,-0.198854
2015-04-16,23:52:06,1001,3.9375,-0.198891
2015-04-16,23:52:07,1001,3.93744,-0.198889
2015-04-16,23:52:08,1002,3.93734,-0.198902
