Date,Time,delta_ms,Voltage,Current
2014-02-17,23:56:58,1002,6.32424,0.00119549
2014-02-17,23:56:59,1004,6.32425,0.00117634
2014-02-17,23:57:00,1001,6.32424,0.00116296
2014-02-17,23:57:01,1001,6.32424,0.00118543
2014-02-17,23:57:02,1000,6.32425,0.00118576
2014-02-17,23:57:03,1001,6.32422,0.00116134
2014-02-17,23:57:04,999,6.32423,0.00116295
2014-02-17,23:57:05,1003,6.32427,0.00116345
2014-02-17,23:57:06,1003,6.32426,0.00113884
2014-02-17,23:57:07,1000,6.32421,0.00114469
2014-02-17,23:57:08,1004,6.32423,0.00117388
2014-02-17,23:57:09,999,6.32428,0.00116074
2014-02-17,23:57:10,1001,6.32423,0.00117506
2014-02-17,23:57:11,1007,6.32427,0.00118296
2014-02-17,23:57:12,1002,6.32427,0.0011941
2014-02-17,23:57:13,1001,6.32429,0.00118289
2014-02-17,23:57:14,1000,6.32426,0.00118225
2014-02-17,23:57:15,1002,6.32423,0.00116674
2014-02-17,23:57:16,1002,6.32426,0.00116281
2014-02-17,23:57:17,1000,6.32424,0.00114827
2014-02-17,23:57:18,999,6.32429,0.00115745
2014-02-17,23:57:19,1002,6.32429,0.00114845
2014-02-17,23:57:20,1000,6.32424,0.00115136
2014-02-17,23:57:21,1007,6.3243,0.00116205
2014-02-17,23:57:22,1002,6.32427,0.0011832
2014-02-17,23:57:23,1004,6.32427,0.00118746
2014-02-17,23:57:24,1002,6.32428,0.00117876
2014-02-17,23:57:25,1003,6.32428,0.00117511
2014-02-17,23:57:26,1001,6.3243,0.00114448
2014-02-17,23:57:27,1003,6.32427,0.00113844
2014-02-17,23:57:28,998,6.32426,0.00115599
2014-02-17,23:57:29,1003,6.32428,0.00115833
2014-02-17,23:57:30,1001,6.32427,0.00117017
2014-02-17,23:57:31,1006,6.32426,0.0011727
2014-02-17,23:57:32,1003,6.3243,0.00118203
2014-02-17,23:57:33,1007,6.32429,0.00116134
2014-02-17,23:57:34,999,6.32429,0.00117238
2014-02-17,23:57:35,1001,6.32427,0.0011646
2014-02-17,23:57:36,1001,6.32428,0.00115883
2014-02-17,23:57:37,1003,6.32427,0.00116669
2014-02-17,23:57:38,1001,6.3243,0.00116338
2014-02-17,23:57:39,1000,6.32428,0.00115577
2014-02-17,23:57:40,1001,6.32427,0.00115595
2014-02-17,23:57:41,1019,6.32425,0.00118703
2014-02-17,23:57:42,1005,6.32431,0.00119039
2014-02-17,23:57:43,1004,6.32429,0.0012008
2014-02-17,23:57:44,1000,6.32431,0.00118802
2014-02-17,23:57:45,1002,6.32432,0.00117943
2014-02-17,23:57:46,1003,6.32429,0.0011843
2014-02-17,23:57:47,1001,6.32429,0.00115529
2014-02-17,23:57:48,998,6.32429,0.00115729
2014-02-17,23:57:49,1002,6.32433,0.00117516
2014-02-17,23:57:50,1001,6.32428,0.00118415
2014-02-17,23:57:51,1111,6.32433,0.00117917
2014-02-17,23:57:52,1001,6.32431,0.00118128
2014-02-17,23:57:53,1000,6.32428,0.00119459
2014-02-17,23:57:54,1001,6.32432,0.00119162
2014-02-17,23:57:55,1004,6.32435,0.00117856
2014-02-17,23:57:56,998,6.3243,0.00116839
2014-02-17,23:57:57,1004,6.32431,0.00115593
2014-02-17,23:57:58,1003,6.32432,0.00115387
2014-02-17,23:57:59,1000,6.32432,0.00113504
2014-02-17,23:58:00,1002,6.32432,0.00116776
2014-02-17,23:58:01,1093,6.32431,0.00116022
2014-02-17,23:58:02,1003,6.32433,0.00115293
2014-02-17,23:58:03,1002,6.32432,0.0011509
2014-02-17,23:58:04,999,6.32432,0.0011485
2014-02-17,23:58:05,999,6.32432,0.00116023
2014-02-17,23:58:06,1003,6.32428,0.00115231
2014-02-17,23:58:07,1002,6.3243,0.00115572
2014-02-17,23:58:08,1001,6.32433,0.0011567
2014-02-17,23:58:09,1001,6.32432,0.00118021
2014-02-17,23:58:10,1002,6.32432,0.00118717
2014-02-17,23:58:11,1110,6.32439,0.00118849
2014-02-17,23:58:12,1001,6.32434,0.00114629
2014-02-17,23:58:13,1000,6.32433,0.00117061
2014-02-17,23:58:14,1005,6.32434,0.00116318
2014-02-17,23:58:15,1002,6.32434,0.00118127
2014-02-17,23:58:16,1000,6.32436,0.00119176
2014-02-17,23:58:17,999,6.32433,0.00116545
2014-02-17,23:58:18,1002,6.32433,0.0012042
2014-02-17,23:58:19,1001,6.32434,0.00118606
2014-02-17,23:58:20,998,6.68423,2.50034
2014-02-17,23:58:21,1247,6.69527,2.50039
2014-02-17,23:58:22,1003,6.70167,2.5004
2014-02-17,23:58:23,1000,6.70703,2.50041
2014-02-17,23:58:24,1001,6.71158,2.50042
2014-02-17,23:58:25,1001,6.71605,2.50041
2014-02-17,23:58:26,1002,6.72026,2.50042
2014-02-17,23:58:27,1002,6.72422,2.50043
2014-02-17,23:58:28,1003,6.72794,2.50043
2014-02-17,23:58:29,1000,6.73142,2.50041
2014-02-17,23:58:30,1002,6.73505,2.50043
2014-02-17,23:58:31,1070,6.73836,2.50043
2014-02-17,23:58:32,1003,6.7415,2.50044
2014-02-17,23:58:33,1000,6.7446,2.50043
2014-02-17,23:58:34,1004,6.74747,2.5004
2014-02-17,23:58:35,1002,6.75005,2.5004
2014-02-17,23:58:36,1002,6.75282,2.5004
2014-02-17,23:58:37,1000,6.7555,2.50041
2014-02-17,23:58:38,1003,6.7581,2.50042
2014-02-17,23:58:39,1003,6.76067,2.50043
2014-02-17,23:58:41,1004,6.76333,2.50042
2014-02-17,23:58:42,1092,6.76572,2.50043
2014-02-17,23:58:43,1003,6.76799,2.50043
2014-02-17,23:58:44,1001,6.77018,2.50041
2014-02-17,23:58:45,1001,6.77239,2.50042
2014-02-17,23:58:46,1002,6.77449,2.5004
2014-02-17,23:58:47,999,6.77656,2.50041
2014-02-17,23:58:48,1002,6.77858,2.50037
2014-02-17,23:58:49,1002,6.78061,2.50041
2014-02-17,23:58:50,1000,6.78255,2.50039
2014-02-17,23:58:51,1004,6.78469,2.50043
2014-02-17,23:58:52,1109,6.78656,2.50041
2014-02-17,23:58:53,1002,6.78835,2.5004
2014-02-17,23:58:54,1002,6.78999,2.50041
2014-02-17,23:58:55,1003,6.79151,2.50039
2014-02-17,23:58:56,999,6.79316,2.5004
2014-02-17,23:58:57,1001,6.79483,2.5004
2014-02-17,23:58:58,1000,6.79642,2.5004
2014-02-17,23:58:59,1001,6.798,2.5004
2014-02-17,23:59:00,1002,6.79957,2.50041
2014-02-17,23:59:01,1003,6.80133,2.50041
2014-02-17,23:59:02,1110,6.80283,2.50038
2014-02-17,23:59:03,1000,6.8043,2.5004
2014-02-17,23:59:04,1000,6.80579,2.50041
2014-02-17,23:59:05,1002,6.80721,2.50042
2014-02-17,23:59:06,1002,6.80855,2.50042
2014-02-17,23:59:07,1003,6.80993,2.50038
2014-02-17,23:59:08,1001,6.8113,2.5004
2014-02-17,23:59:09,1000,6.81259,2.5004
2014-02-17,23:59:10,998,6.81385,2.5004
2014-02-17,23:59:11,1002,6.81533,2.50043
2014-02-17,23:59:12,1108,6.8166,2.50043
2014-02-17,23:59:13,1001,6.8179,2.5004
2014-02-17,23:59:14,1001,6.81911,2.50041
2014-02-17,23:59:15,1001,6.82038,2.50041
2014-02-17,23:59:16,1000,6.8217,2.50042
2014-02-17,23:59:17,1002,6.82288,2.50043
2014-02-17,23:59:18,1002,6.82395,2.50042
2014-02-17,23:59:19,1000,6.82517,2.50042
2014-02-17,23:59:20,1001,6.82631,2.50042
2014-02-17,23:59:21,1003,6.82759,2.5004
2014-02-17,23:59:22,1109,6.82871,2.5004
2014-02-17,23:59:23,1003,6.82981,2.50039
2014-02-17,23:59:24,1002,6.83099,2.5004
2014-02-17,23:59:25,1005,6.83199,2.50039
2014-02-17,23:59:26,1002,6.83302,2.50042
2014-02-17,23:59:27,999,6.83412,2.50041
2014-02-17,23:59:28,1003,6.83514,2.50042
2014-02-17,23:59:29,1000,6.83618,2.50045
2014-02-17,23:59:30,1001,6.83729,2.50043
2014-02-17,23:59:31,1003,6.83835,2.5004
2014-02-17,23:59:32,1087,6.83928,2.50038
2014-02-17,23:59:33,1001,6.84022,2.50038
2014-02-17,23:59:34,1004,6.8412,2.50037
2014-02-17,23:59:35,1002,6.84231,2.5004
2014-02-17,23:59:36,1002,6.84321,2.50039
2014-02-17,23:59:37,1000,6.8442,2.5004
2014-02-17,23:59:38,1002,6.84515,2.50041
2014-02-17,23:59:39,1002,6.84612,2.50043
2014-02-17,23:59:40,1003,6.84707,2.50043
2014-02-17,23:59:41,1002,6.84807,2.50039
2014-02-17,23:59:42,1090,6.84898,2.50038
2014-02-17,23:59:43,999,6.84995,2.50038
2014-02-17,23:59:44,1004,6.85081,2.50039
2014-02-17,23:59:45,1000,6.85171,2.50042
2014-02-17,23:59:46,1000,6.85258,2.5004
2014-02-17,23:59:47,1000,6.85339,2.50038
2014-02-17,23:59:48,1001,6.8543,2.50039
2014-02-17,23:59:49,1000,6.85514,2.50039
2014-02-17,23:59:50,1000,6.85595,2.50039
2014-02-17,23:59:51,1001,6.85681,2.50039
2014-02-17,23:59:52,999,6.8576,2.50039
2014-02-17,23:59:53,1000,6.85844,2.50041
2014-02-17,23:59:54,1007,6.85931,2.50041
2014-02-17,23:59:55,1008,6.86016,2.50043
2014-02-17,23:59:56,1001,6.86094,2.5004
2014-02-17,23:59:57,1002,6.86171,2.5004
2014-02-17,23:59:58,1002,6.86253,2.50039
2014-02-17,23:59:59,1002,6.86331,2.50041
2014-02-18,00:00:00,1002,6.86408,2.50039
2014-02-18,00:00:01,1004,6.86485,2.50042
2014-02-18,00:00:02,1000,6.86555,2.50041
2014-02-18,00:00:03,1005,6.86629,2.50043
2014-02-18,00:00:04,1001,6.867,2.50042
2014-02-18,00:00:05,1004,6.86773,2.50042
2014-02-18,00:00:06,1001,6.86842,2.50041
2014-02-18,00:00:07,1004,6.86913,2.50039
2014-02-18,00:00:08,999,6.86984,2.50041
2014-02-18,00:00:09,1003,6.87052,2.50038
2014-02-18,00:00:10,1000,6.87119,2.5004
2014-02-18,00:00:11,1002,6.87185,2.50039
2014-02-18,00:00:12,1003,6.8725,2.50042
2014-02-18,00:00:13,1004,6.8731,2.50042
2014-02-18,00:00:14,1005,6.87364,2.50043
2014-02-18,00:00:15,1000,6.87414,2.50041
2014-02-18,00:00:16,999,6.8747,2.50044
2014-02-18,00:00:17,1004,6.87527,2.50042
2014-02-18,00:00:18,1000,6.87589,2.50043
2014-02-18,00:00:19,1002,6.8764,2.50044
2014-02-18,00:00:20,1001,6.87701,2.50043
2014-02-18,00:00:21,1003,6.87762,2.50044
2014-02-18,00:00:22,1000,6.87821,2.50043
2014-02-18,00:00:23,1003,6.87874,2.50042
2014-02-18,00:00:24,1003,6.87924,2.50041
2014-02-18,00:00:25,1005,6.87979,2.5004
2014-02-18,00:00:26,997,6.88028,2.50042
2014-02-18,00:00:27,1005,6.88081,2.50041
2014-02-18,00:00:28,1000,6.88125,2.50038
2014-02-18,00:00:29,1000,6.88185,2.50041
2014-02-18,00:00:30,1000,6.88233,2.50045
2014-02-18,00:00:31,1002,6.88287,2.50042
2014-02-18,00:00:32,1002,6.88347,2.50042
2014-02-18,00:00:33,1008,6.88392,2.50039
2014-02-18,00:00:34,1005,6.88431,2.50039
2014-02-18,00:00:35,1002,6.88479,2.50041
2014-02-18,00:00:36,1004,6.88518,2.5004
2014-02-18,00:00:37,1002,6.88566,2.5004
2014-02-18,00:00:38,1001,6.88607,2.50041
2014-02-18,00:00:39,1002,6.88647,2.5004
2014-02-18,00:00:40,1001,6.88697,2.50041
2014-02-18,00:00:41,1000,6.8874,2.50041
2014-02-18,00:00:42,1002,6.8879,2.50042
2014-02-18,00:00:43,1002,6.88836,2.50041
2014-02-18,00:00:44,1004,6.88878,2.50041
2014-02-18,00:00:45,1004,6.88923,2.50041
2014-02-18,00:00:46,1002,6.8896,2.50043
2014-02-18,00:00:47,999,6.88997,2.50041
2014-02-18,00:00:48,1003,6.89037,2.50043
2014-02-18,00:00:49,1002,6.89079,2.50043
2014-02-18,00:00:50,999,6.89116,2.50043
2014-02-18,00:00:51,1002,6.89158,2.50044
2014-02-18,00:00:52,1001,6.892,2.50042
2014-02-18,00:00:53,1001,6.8924,2.50042
